月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
4,12,4,7.2,4.9,0,0,19.44444444,0,0
4,12,5,7.3,5,0,0,16.66666667,0,0
4,12,6,7.2,5.3,52.77777778,16.66666667,13.88888889,3.8,-97.8
4,12,7,7.7,5.5,16.66666667,55.55555556,41.66666667,16.1,-89.4
4,12,8,7.7,5.9,19.44444444,111.1111111,13.88888889,28.4,-80.4
4,12,9,10.1,5.4,308.3333333,252.7777778,66.66666667,40.3,-69.6
4,12,10,12.4,3.1,594.4444444,230.5555556,97.22222222,51.3,-55.2
4,12,11,13.6,2.3,591.6666667,266.6666667,102.7777778,60,-33.7
4,12,12,14.2,2.4,222.2222222,394.4444444,80.55555556,64,-2.9
4,12,13,13.3,3.1,55.55555556,322.2222222,55.55555556,61.1,29
4,12,14,13.2,3.3,125,325,63.88888889,53,52.1
4,12,15,12,3.1,288.8888889,269.4444444,80.55555556,42.4,67.6
4,12,16,9,3.6,38.88888889,144.4444444,44.44444444,30.6,78.8
4,12,17,7.2,4.6,38.88888889,83.33333333,41.66666667,18.3,88
4,12,18,7.5,4.4,147.2222222,30.55555556,47.22222222,6,96.5
4,12,19,6.7,3.5,0,0,50,0,0
4,12,20,6.4,3.6,0,0,52.77777778,0,0
4,12,21,6.1,3.8,0,0,52.77777778,0,0
4,12,22,5.8,3.9,0,0,55.55555556,0,0
4,12,23,5.8,4.1,0,0,58.33333333,0,0
4,12,24,6,4.1,0,0,58.33333333,0,0
4,13,1,6.1,4,0,0,61.11111111,0,0
4,13,2,6.2,4,0,0,61.11111111,0,0
4,13,3,6.2,4,0,0,63.88888889,0,0
4,13,4,5.6,4,0,0,66.66666667,0,0
4,13,5,5.7,4.2,0,0,66.66666667,0,0
4,13,6,5.2,4.1,83.33333333,19.44444444,72.22222222,4,-98.1
4,13,7,6.4,4.1,311.1111111,91.66666667,75,16.3,-89.6
4,13,8,8.2,4,491.6666667,144.4444444,86.11111111,28.6,-80.7
4,13,9,10.3,3.8,400,236.1111111,86.11111111,40.6,-69.9
4,13,10,11.2,3.8,50,272.2222222,50,51.6,-55.5
4,13,11,11.3,4,419.4444444,336.1111111,86.11111111,60.3,-33.9
4,13,12,12,3.4,411.1111111,358.3333333,88.88888889,64.3,-2.8
4,13,13,12.8,3.4,77.77777778,338.8888889,58.33333333,61.4,29.4
4,13,14,12.6,3.3,333.3333333,327.7777778,83.33333333,53.3,52.6
4,13,15,12.7,3.1,150,269.4444444,69.44444444,42.5,68
4,13,16,13,3.7,697.2222222,108.3333333,102.7777778,30.7,79.2
4,13,17,12.1,3.3,569.4444444,77.77777778,105.5555556,18.5,88.4
4,13,18,10.7,3.8,72.22222222,27.77777778,102.7777778,6.2,96.8
4,13,19,9.8,3.7,0,0,100,0,0
4,13,20,9,3.8,0,0,97.22222222,0,0
4,13,21,8.3,3.9,0,0,97.22222222,0,0
4,13,22,7.5,4,0,0,97.22222222,0,0
4,13,23,6.9,3.8,0,0,100,0,0
4,13,24,6.4,3.8,0,0,97.22222222,0,0
4,14,1,5.3,3.8,0,0,97.22222222,0,0
4,14,2,5.2,3.8,0,0,97.22222222,0,0
4,14,3,4.4,3.8,0,0,97.22222222,0,0
4,14,4,4.2,3.8,0,0,97.22222222,0,0
4,14,5,3.4,3.8,0,0,94.44444444,0,0
4,14,6,3.4,3.8,119.4444444,22.22222222,94.44444444,4.3,-98.3
4,14,7,4,4,594.4444444,66.66666667,94.44444444,16.6,-89.9
4,14,8,5.9,4.1,750,88.88888889,100,28.9,-81
4,14,9,9.4,4,813.8888889,108.3333333,102.7777778,40.9,-70.3
4,14,10,11.1,3.7,833.3333333,127.7777778,108.3333333,51.9,-55.8
4,14,11,12.8,4,836.1111111,147.2222222,108.3333333,60.7,-34.1
4,14,12,13.9,3.6,841.6666667,150,113.8888889,64.7,-2.7
4,14,13,14.1,3.4,838.8888889,147.2222222,113.8888889,61.7,29.9
4,14,14,14.4,3.7,827.7777778,136.1111111,113.8888889,53.5,53.1
4,14,15,15.4,3.9,705.5555556,152.7777778,111.1111111,42.7,68.4
4,14,16,15.2,3.3,766.6666667,91.66666667,116.6666667,30.9,79.6
4,14,17,15,3.2,377.7777778,102.7777778,97.22222222,18.6,88.7
4,14,18,14.2,3.7,113.8888889,33.33333333,91.66666667,6.3,97.2
4,14,19,13.3,4.1,0,0,88.88888889,0,0
4,14,20,12.5,4.6,0,0,86.11111111,0,0
4,14,21,11.9,4.8,0,0,86.11111111,0,0
4,14,22,11.2,4.6,0,0,83.33333333,0,0
4,14,23,11.1,4.5,0,0,83.33333333,0,0
4,14,24,10.1,4.7,0,0,80.55555556,0,0
4,15,1,9.3,4.8,0,0,80.55555556,0,0
4,15,2,8.3,4.5,0,0,80.55555556,0,0
4,15,3,8,4.6,0,0,83.33333333,0,0
4,15,4,6.8,4.6,0,0,77.77777778,0,0
4,15,5,6.7,4.5,0,0,80.55555556,0,0
4,15,6,6.3,4.5,102.7777778,22.22222222,77.77777778,4.5,-98.6
4,15,7,6.9,4.6,402.7777778,88.88888889,80.55555556,16.8,-90.2
4,15,8,9.2,4.9,700,100,94.44444444,29.2,-81.3
4,15,9,11.7,5.2,747.2222222,130.5555556,94.44444444,41.1,-70.6
4,15,10,13.6,5.6,766.6666667,158.3333333,97.22222222,52.2,-56.2
4,15,11,15.3,6,766.6666667,183.3333333,97.22222222,61,-34.4
4,15,12,16.2,6.2,775,186.1111111,97.22222222,65,-2.6
4,15,13,17.2,6.4,775,177.7777778,97.22222222,62,30.3
4,15,14,17.9,7.1,766.6666667,163.8888889,94.44444444,53.7,53.6
4,15,15,18.7,7.1,147.2222222,272.2222222,69.44444444,42.9,68.9
4,15,16,18.2,8.1,27.77777778,138.8888889,13.88888889,31,79.9
4,15,17,17.1,7.9,69.44444444,97.22222222,47.22222222,18.8,89.1
4,15,18,16.8,6.7,75,30.55555556,52.77777778,6.5,97.5
4,15,19,14.4,7.2,0,0,55.55555556,0,0
4,15,20,13.8,7.6,0,0,52.77777778,0,0
4,15,21,13.4,7.9,0,0,55.55555556,0,0
4,15,22,12.9,6.7,0,0,63.88888889,0,0
4,15,23,12.4,5.4,0,0,69.44444444,0,0
4,15,24,11.7,4.9,0,0,72.22222222,0,0
4,16,1,11.3,5.2,0,0,75,0,0
4,16,2,10.9,5.3,0,0,77.77777778,0,0
4,16,3,10.4,4.9,0,0,80.55555556,0,0
4,16,4,10,4.4,0,0,86.11111111,0,0
4,16,5,9.5,4,0,0,88.88888889,0,0
4,16,6,9,4.2,113.8888889,25,91.66666667,4.8,-98.8
4,16,7,10.1,4.2,536.1111111,75,94.44444444,17.1,-90.5
4,16,8,11.9,4.3,686.1111111,105.5555556,100,29.4,-81.6
4,16,9,13.3,4.1,405.5555556,238.8888889,86.11111111,41.4,-70.9
4,16,10,13,4,333.3333333,322.2222222,83.33333333,52.5,-56.5
4,16,11,13.8,4,408.3333333,344.4444444,86.11111111,61.4,-34.6
4,16,12,14.8,3.9,144.4444444,391.6666667,66.66666667,65.4,-2.5
4,16,13,15,3.6,52.77777778,313.8888889,55.55555556,62.3,30.7
4,16,14,15.3,3.8,150,338.8888889,69.44444444,53.9,54.1
4,16,15,14,4.2,250,277.7777778,77.77777778,43.1,69.3
4,16,16,13.3,4.2,683.3333333,113.8888889,100,31.2,80.3
4,16,17,13.2,3.7,208.3333333,113.8888889,72.22222222,18.9,89.4
4,16,18,12.4,3.9,69.44444444,30.55555556,72.22222222,6.6,97.8
4,16,19,10.9,3.8,0,0,72.22222222,0,0
4,16,20,9.6,3.7,0,0,69.44444444,0,0
4,16,21,8.9,3.8,0,0,69.44444444,0,0
4,16,22,8.4,3.7,0,0,69.44444444,0,0
4,16,23,8.1,3.5,0,0,72.22222222,0,0
4,16,24,7.5,3.7,0,0,72.22222222,0,0
4,17,1,6.8,3.8,0,0,69.44444444,0,0
4,17,2,6.1,3.8,0,0,69.44444444,0,0
4,17,3,5.2,3.7,0,0,72.22222222,0,0
4,17,4,5.2,3.7,0,0,72.22222222,0,0
4,17,5,4.9,3.7,0,0,72.22222222,0,0
4,17,6,4.9,3.8,119.4444444,25,72.22222222,5,-99.1
4,17,7,5.3,3.8,255.5555556,102.7777778,72.22222222,17.3,-90.8
4,17,8,7.2,4,738.8888889,91.66666667,100,29.6,-81.9
4,17,9,10.5,4,791.6666667,116.6666667,105.5555556,41.7,-71.2
4,17,10,12.6,4,813.8888889,138.8888889,108.3333333,52.8,-56.8
4,17,11,13.3,3.8,822.2222222,152.7777778,111.1111111,61.7,-34.9
4,17,12,14.2,3.9,697.2222222,227.7777778,105.5555556,65.8,-2.4
4,17,13,15.3,4.2,822.2222222,155.5555556,111.1111111,62.6,31.2
4,17,14,15.5,4,811.1111111,141.6666667,113.8888889,54.2,54.5
4,17,15,16.6,4.3,791.6666667,122.2222222,113.8888889,43.2,69.7
4,17,16,16.2,3.9,750,94.44444444,113.8888889,31.3,80.7
4,17,17,16,3.7,497.2222222,91.66666667,105.5555556,19,89.8
4,17,18,15.7,3.7,108.3333333,33.33333333,102.7777778,6.8,98.1
4,17,19,15.1,4.1,0,0,97.22222222,0,0
4,17,20,13.1,5,0,0,86.11111111,0,0
4,17,21,12.6,5,0,0,83.33333333,0,0
4,17,22,11.5,5,0,0,80.55555556,0,0
4,17,23,10.8,5,0,0,80.55555556,0,0
4,17,24,10,5.1,0,0,75,0,0
4,18,1,9.4,4.9,0,0,75,0,0
4,18,2,8.8,5,0,0,72.22222222,0,0
4,18,3,8.1,5,0,0,69.44444444,0,0
4,18,4,7.7,4.9,0,0,66.66666667,0,0
4,18,5,7.5,5,0,0,66.66666667,0,0
4,18,6,7.3,5,55.55555556,22.22222222,61.11111111,5.3,-99.4
4,18,7,8.1,5,180.5555556,102.7777778,61.11111111,17.6,-91
4,18,8,10.5,5.2,338.8888889,177.7777778,75,29.9,-82.2
4,18,9,13,5.6,136.1111111,263.8888889,58.33333333,41.9,-71.6
4,18,10,14.8,5.8,363.8888889,316.6666667,77.77777778,53.1,-57.2
4,18,11,17.9,6,366.6666667,361.1111111,77.77777778,62,-35.1
4,18,12,19,6,566.6666667,297.2222222,91.66666667,66.1,-2.3
4,18,13,21,5.9,563.8888889,286.1111111,94.44444444,62.9,31.6
4,18,14,21.3,5.5,61.11111111,297.2222222,55.55555556,54.4,55
4,18,15,21.1,5.8,41.66666667,211.1111111,50,43.4,70.1
4,18,16,19.7,6.6,44.44444444,152.7777778,47.22222222,31.5,81.1
4,18,17,19.5,6.8,72.22222222,100,52.77777778,19.2,90.1
4,18,18,19.5,6.3,102.7777778,36.11111111,50,6.9,98.5
4,18,19,18.5,6.2,0,0,47.22222222,0,0
4,18,20,17.3,6.3,0,0,41.66666667,0,0
4,18,21,16.3,6.8,0,0,36.11111111,0,0
4,18,22,16.3,6.8,0,0,36.11111111,0,0
4,18,23,15.4,6.9,0,0,33.33333333,0,0
4,18,24,15.6,6.9,0,0,30.55555556,0,0
4,19,1,15.2,6.9,0,0,27.77777778,0,0
4,19,2,15.2,7,0,0,25,0,0
4,19,3,14.3,8,0,0,19.44444444,0,0
4,19,4,14.1,8.2,0,0,19.44444444,0,0
4,19,5,13.7,8,0,0,16.66666667,0,0
4,19,6,10.9,6.6,50,22.22222222,13.88888889,5.5,-99.6
4,19,7,10.7,6.1,22.22222222,66.66666667,44.44444444,17.8,-91.3
4,19,8,11.2,6.3,25,127.7777778,13.88888889,30.1,-82.5
4,19,9,11.1,6.9,50,213.8888889,41.66666667,42.2,-71.9
4,19,10,11.9,6.9,50,266.6666667,41.66666667,53.3,-57.5
4,19,11,14.2,6.3,133.3333333,375,58.33333333,62.4,-35.4
4,19,12,15.1,6.4,130.5555556,394.4444444,58.33333333,66.5,-2.2
4,19,13,15.8,5.9,713.8888889,211.1111111,91.66666667,63.2,32.1
4,19,14,16.5,6.1,711.1111111,191.6666667,94.44444444,54.6,55.5
4,19,15,16.8,6.3,700,155.5555556,91.66666667,43.6,70.6
4,19,16,17.2,5.9,380.5555556,183.3333333,80.55555556,31.6,81.5
4,19,17,17.4,5.9,533.3333333,86.11111111,94.44444444,19.3,90.4
4,19,18,16.7,5.4,233.3333333,38.88888889,97.22222222,7.1,98.8
4,19,19,15.4,6.1,0,0,94.44444444,0,0
4,19,20,14.7,6.3,0,0,91.66666667,0,0
4,19,21,13.6,6.6,0,0,88.88888889,0,0
4,19,22,12.6,6.7,0,0,88.88888889,0,0
4,19,23,11.7,6.3,0,0,88.88888889,0,0
4,19,24,10.9,6.4,0,0,88.88888889,0,0
4,20,1,10.4,6.4,0,0,88.88888889,0,0
4,20,2,9.8,6.1,0,0,88.88888889,0,0
4,20,3,9.2,6,0,0,91.66666667,0,0
4,20,4,8.4,5.9,0,0,88.88888889,0,0
4,20,5,8,5.8,0,0,91.66666667,0,0
4,20,6,7.6,5.6,166.6666667,30.55555556,91.66666667,5.8,-99.9
4,20,7,8.8,5.8,586.1111111,75,91.66666667,18,-91.6
4,20,8,10.7,6,736.1111111,94.44444444,94.44444444,30.4,-82.8
4,20,9,15.2,6.1,775,125,100,42.4,-72.2
4,20,10,18.7,4.7,800,144.4444444,113.8888889,53.6,-57.9
4,20,11,20.5,4.7,800,166.6666667,116.6666667,62.7,-35.6
4,20,12,21.3,5,805.5555556,172.2222222,113.8888889,66.8,-2
4,20,13,21.7,4.3,800,166.6666667,119.4444444,63.5,32.5
4,20,14,21.9,3.7,791.6666667,152.7777778,127.7777778,54.8,56
4,20,15,22.7,3.6,775,127.7777778,127.7777778,43.8,71
4,20,16,22.4,3.3,727.7777778,102.7777778,130.5555556,31.8,81.8
4,20,17,22,2.7,466.6666667,97.22222222,122.2222222,19.5,90.8
4,20,18,21.3,3,177.7777778,38.88888889,119.4444444,7.2,99.1
4,20,19,20,3.5,0,0,116.6666667,0,0
4,20,20,18.8,4.1,0,0,108.3333333,0,0
4,20,21,16.8,4.5,0,0,105.5555556,0,0
4,20,22,15.9,4.5,0,0,105.5555556,0,0
4,20,23,14.7,4.6,0,0,102.7777778,0,0
4,20,24,13.4,4.8,0,0,102.7777778,0,0
4,21,1,12.4,5,0,0,100,0,0
4,21,2,11.7,5,0,0,97.22222222,0,0
4,21,3,10.8,5.1,0,0,100,0,0
4,21,4,10.1,5.2,0,0,97.22222222,0,0
4,21,5,9.6,5.1,0,0,97.22222222,0,0
4,21,6,9.7,5.3,197.2222222,33.33333333,97.22222222,6,-100.1
4,21,7,10.5,5.4,425,94.44444444,97.22222222,18.3,-91.9
4,21,8,12.3,5.6,708.3333333,102.7777778,102.7777778,30.6,-83.1
4,21,9,15.6,5.5,758.3333333,130.5555556,105.5555556,42.7,-72.6
4,21,10,17.8,5.5,772.2222222,158.3333333,108.3333333,53.9,-58.2
4,21,11,19.5,5,777.7777778,177.7777778,113.8888889,63,-35.9
4,21,12,21.5,5.7,783.3333333,183.3333333,113.8888889,67.2,-1.9
4,21,13,21.8,5.5,777.7777778,177.7777778,116.6666667,63.8,33
4,21,14,22.8,5.4,772.2222222,163.8888889,116.6666667,55,56.5
4,21,15,23.3,5.8,761.1111111,133.3333333,116.6666667,43.9,71.4
4,21,16,24.6,5,719.4444444,105.5555556,122.2222222,31.9,82.2
4,21,17,24.6,4.7,486.1111111,94.44444444,122.2222222,19.6,91.1
4,21,18,23.2,4.7,116.6666667,38.88888889,111.1111111,7.4,99.4
4,21,19,21.8,4.6,0,0,102.7777778,0,0
4,21,20,20,6.9,0,0,80.55555556,0,0
4,21,21,18.8,7,0,0,69.44444444,0,0
4,21,22,17.2,7,0,0,61.11111111,0,0
4,21,23,16.5,7,0,0,52.77777778,0,0
4,21,24,16,6.6,0,0,47.22222222,0,0
4,22,1,15.8,7,0,0,36.11111111,0,0
4,22,2,15.5,6.7,0,0,30.55555556,0,0
4,22,3,15.1,7.6,0,0,22.22222222,0,0
4,22,4,14.4,8.4,0,0,13.88888889,0,0
4,22,5,14.2,8.7,0,0,13.88888889,0,0
4,22,6,14.5,9.3,11.11111111,16.66666667,13.88888889,6.2,-100.4
4,22,7,15,9.7,11.11111111,52.77777778,13.88888889,18.5,-92.1
4,22,8,15.6,10.4,11.11111111,88.88888889,13.88888889,30.8,-83.4
4,22,9,15.6,10.4,5.555555556,125,13.88888889,42.9,-72.9
4,22,10,16.2,10.4,13.88888889,219.4444444,13.88888889,54.2,-58.6
4,22,11,17,11,44.44444444,302.7777778,36.11111111,63.3,-36.2
4,22,12,19.9,11,169.4444444,405.5555556,52.77777778,67.5,-1.8
4,22,13,19.4,10.4,361.1111111,369.4444444,66.66666667,64,33.4
4,22,14,22.3,8.6,680.5555556,202.7777778,88.88888889,55.2,56.9
4,22,15,21.1,5.4,675,166.6666667,102.7777778,44.1,71.8
4,22,16,20.9,4.9,519.4444444,158.3333333,100,32.1,82.6
4,22,17,20.8,4,519.4444444,91.66666667,108.3333333,19.8,91.4
4,22,18,19.9,3.1,219.4444444,41.66666667,116.6666667,7.5,99.7
4,22,19,18.5,3.2,0,0,113.8888889,0,0
4,22,20,17.2,3.3,0,0,111.1111111,0,0
4,22,21,16.1,3.7,0,0,108.3333333,0,0
4,22,22,14.5,4.2,0,0,105.5555556,0,0
4,22,23,13.2,4.7,0,0,100,0,0
4,22,24,12.2,5.1,0,0,97.22222222,0,0
4,23,1,11.2,5.1,0,0,94.44444444,0,0
4,23,2,10.3,5.1,0,0,97.22222222,0,0
4,23,3,9.7,5,0,0,97.22222222,0,0
4,23,4,9.2,5,0,0,97.22222222,0,0
4,23,5,8.7,5.3,0,0,97.22222222,0,0
4,23,6,8.3,5.2,233.3333333,33.33333333,97.22222222,6.5,-100.6
4,23,7,10,5,583.3333333,75,100,18.7,-92.4
4,23,8,12.6,5.1,727.7777778,100,102.7777778,31.1,-83.6
4,23,9,16.6,5.9,766.6666667,127.7777778,105.5555556,43.1,-73.2
4,23,10,19.7,4.9,780.5555556,155.5555556,113.8888889,54.4,-58.9
4,23,11,20.2,4.7,786.1111111,175,116.6666667,63.7,-36.5
4,23,12,22.5,4.4,786.1111111,183.3333333,122.2222222,67.8,-1.7
4,23,13,22.9,3.8,788.8888889,175,130.5555556,64.3,33.9
4,23,14,23,3.5,786.1111111,155.5555556,130.5555556,55.4,57.4
4,23,15,23.3,3.6,763.8888889,133.3333333,130.5555556,44.2,72.2
4,23,16,23.5,3.6,727.7777778,102.7777778,130.5555556,32.2,82.9
4,23,17,23.5,3,444.4444444,102.7777778,136.1111111,19.9,91.8
4,23,18,21.4,3.2,105.5555556,38.88888889,125,7.6,100
4,23,19,20.2,3,0,0,116.6666667,0,0
4,23,20,19.2,3.3,0,0,108.3333333,0,0
4,23,21,17.8,4.1,0,0,97.22222222,0,0
4,23,22,16.3,4.5,0,0,86.11111111,0,0
4,23,23,15,4.9,0,0,80.55555556,0,0
4,23,24,14.4,4.7,0,0,75,0,0
4,24,1,13.2,4.7,0,0,66.66666667,0,0
4,24,2,12.8,4.6,0,0,61.11111111,0,0
4,24,3,12.1,5.2,0,0,55.55555556,0,0
4,24,4,11.7,5.1,0,0,50,0,0
4,24,5,11.5,5.1,0,0,47.22222222,0,0
4,24,6,11.5,5.3,25,22.22222222,41.66666667,6.7,-100.9
4,24,7,12,5.3,19.44444444,66.66666667,36.11111111,18.9,-92.7
4,24,8,12.6,5.4,16.66666667,119.4444444,36.11111111,31.3,-83.9
4,24,9,13.9,5.8,13.88888889,172.2222222,38.88888889,43.4,-73.6
4,24,10,15.7,5.8,22.22222222,211.1111111,38.88888889,54.7,-59.3
4,24,11,16.5,6.3,27.77777778,233.3333333,38.88888889,64,-36.8
4,24,12,16.2,8,13.88888889,255.5555556,33.33333333,68.2,-1.6
4,24,13,16.3,7.1,25,238.8888889,36.11111111,64.6,34.3
4,24,14,17.2,7.2,36.11111111,250,38.88888889,55.6,57.9
4,24,15,18.2,7.1,27.77777778,205.5555556,41.66666667,44.4,72.6
4,24,16,18.4,7.1,33.33333333,144.4444444,41.66666667,32.4,83.3
4,24,17,18.8,7.2,16.66666667,72.22222222,36.11111111,20,92.1
4,24,18,18.8,7.4,19.44444444,25,33.33333333,7.8,100.3
4,24,19,18.3,7.5,0,0,30.55555556,0,0
4,24,20,17.1,7.5,0,0,27.77777778,0,0
4,24,21,16,8.1,0,0,25,0,0
4,24,22,15.6,7.9,0,0,22.22222222,0,0
4,24,23,14.9,8,0,0,19.44444444,0,0
4,24,24,15.3,8.1,0,0,16.66666667,0,0
4,25,1,14.1,8.3,0,0,13.88888889,0,0
4,25,2,13.6,8.2,0,0,25,0,0
4,25,3,13.6,8,0,0,38.88888889,0,0
4,25,4,12.9,8.1,0,0,52.77777778,0,0
4,25,5,12.1,7.7,0,0,63.88888889,0,0
4,25,6,12.3,7,122.2222222,36.11111111,80.55555556,6.9,-101.1
4,25,7,13,7.1,597.2222222,77.77777778,94.44444444,19.2,-92.9
4,25,8,15.4,6.5,727.7777778,100,100,31.5,-84.2
4,25,9,17.2,5.3,763.8888889,130.5555556,108.3333333,43.6,-73.9
4,25,10,18.5,4.5,783.3333333,155.5555556,116.6666667,55,-59.7
4,25,11,19.2,3.8,794.4444444,172.2222222,122.2222222,64.3,-37.1
4,25,12,20.5,4.3,791.6666667,180.5555556,122.2222222,68.5,-1.5
4,25,13,21.1,3.2,788.8888889,175,130.5555556,64.9,34.8
4,25,14,21.3,3.3,780.5555556,158.3333333,127.7777778,55.8,58.4
4,25,15,21.7,3.2,772.2222222,130.5555556,130.5555556,44.6,73.1
4,25,16,22,3.5,725,105.5555556,130.5555556,32.5,83.6
4,25,17,21.1,4.2,608.3333333,80.55555556,122.2222222,20.2,92.4
4,25,18,20.5,4.4,211.1111111,44.44444444,119.4444444,7.9,100.6
4,25,19,18.8,3.3,0,0,122.2222222,0,0
4,25,20,17.6,3.1,0,0,122.2222222,0,0
4,25,21,16.3,4,0,0,111.1111111,0,0
4,25,22,15.5,4,0,0,111.1111111,0,0
4,25,23,14.4,3.6,0,0,111.1111111,0,0
4,25,24,13.4,4,0,0,105.5555556,0,0
4,26,1,12.8,4.4,0,0,97.22222222,0,0
4,26,2,12,4.5,0,0,97.22222222,0,0
4,26,3,10.8,4.7,0,0,94.44444444,0,0
4,26,4,9.7,4.6,0,0,91.66666667,0,0
4,26,5,9.4,4.8,0,0,88.88888889,0,0
4,26,6,8.8,4.8,83.33333333,33.33333333,86.11111111,7.1,-101.4
4,26,7,9.7,4.8,450,97.22222222,86.11111111,19.4,-93.2
4,26,8,11.7,4.9,694.4444444,111.1111111,97.22222222,31.7,-84.5
4,26,9,14.8,4.5,733.3333333,141.6666667,102.7777778,43.8,-74.2
4,26,10,17.3,4.5,738.8888889,175,108.3333333,55.2,-60
4,26,11,19.3,4.5,744.4444444,197.2222222,111.1111111,64.6,-37.4
4,26,12,19.3,4.2,266.6666667,408.3333333,86.11111111,68.8,-1.4
4,26,13,21.2,4,419.4444444,352.7777778,100,65.1,35.3
4,26,14,21.9,5,625,230.5555556,105.5555556,56,58.8
4,26,15,22.5,3.8,291.6666667,280.5555556,91.66666667,44.7,73.5
4,26,16,21.9,5,516.6666667,161.1111111,102.7777778,32.6,84
4,26,17,21.4,4.8,158.3333333,119.4444444,75,20.3,92.7
4,26,18,20.5,5.1,80.55555556,38.88888889,58.33333333,8.1,100.9
4,26,19,19.1,5,0,0,58.33333333,0,0
4,26,20,17.9,5.8,0,0,58.33333333,0,0
4,26,21,16.8,5.8,0,0,61.11111111,0,0
4,26,22,15.2,5.7,0,0,63.88888889,0,0
4,26,23,14.2,5.7,0,0,63.88888889,0,0
4,26,24,13.6,5.8,0,0,66.66666667,0,0
4,27,1,12.8,5.7,0,0,69.44444444,0,0
4,27,2,12.1,5.8,0,0,72.22222222,0,0
4,27,3,11.5,5.9,0,0,75,0,0
4,27,4,11.2,5.9,0,0,75,0,0
4,27,5,10.4,5.8,0,0,77.77777778,0,0
4,27,6,10.2,5.8,211.1111111,38.88888889,83.33333333,7.3,-101.6
4,27,7,11.5,5.9,413.8888889,102.7777778,86.11111111,19.6,-93.5
4,27,8,13.6,6,705.5555556,108.3333333,97.22222222,31.9,-84.8
4,27,9,16.2,6.2,750,136.1111111,97.22222222,44,-74.5
4,27,10,19.7,6.9,763.8888889,166.6666667,100,55.5,-60.4
4,27,11,21.2,6.9,641.6666667,252.7777778,97.22222222,64.9,-37.7
4,27,12,22.7,7.1,766.6666667,194.4444444,102.7777778,69.1,-1.4
4,27,13,24.2,7.6,763.8888889,188.8888889,102.7777778,65.4,35.7
4,27,14,23.6,7.3,758.3333333,169.4444444,102.7777778,56.2,59.3
4,27,15,23.4,6.9,750,138.8888889,105.5555556,44.9,73.9
4,27,16,22.9,6.7,708.3333333,111.1111111,105.5555556,32.8,84.3
4,27,17,22.5,6,333.3333333,116.6666667,83.33333333,20.5,93
4,27,18,21.1,6.9,97.22222222,41.66666667,55.55555556,8.2,101.2
4,27,19,21.3,6.8,0,0,58.33333333,0,0
4,27,20,20.1,8.2,0,0,58.33333333,0,0
4,27,21,19.5,8.6,0,0,58.33333333,0,0
4,27,22,18.6,8.5,0,0,61.11111111,0,0
4,27,23,17.9,8.3,0,0,63.88888889,0,0
4,27,24,17.1,7.8,0,0,69.44444444,0,0
4,28,1,16.3,8,0,0,69.44444444,0,0
4,28,2,15.4,8.2,0,0,75,0,0
4,28,3,15.2,8,0,0,77.77777778,0,0
4,28,4,14.9,8,0,0,80.55555556,0,0
4,28,5,14.8,7.7,0,0,83.33333333,0,0
4,28,6,14.8,7.7,138.8888889,38.88888889,86.11111111,7.6,-101.9
4,28,7,15.6,8,577.7777778,83.33333333,91.66666667,19.8,-93.7
4,28,8,17.6,8.3,705.5555556,108.3333333,91.66666667,32.1,-85.1
4,28,9,19.8,9,741.6666667,138.8888889,88.88888889,44.3,-74.9
4,28,10,22.2,9,755.5555556,169.4444444,91.66666667,55.7,-60.8
4,28,11,23.5,9.1,761.1111111,188.8888889,94.44444444,65.2,-38
4,28,12,25,9.1,761.1111111,197.2222222,97.22222222,69.5,-1.3
4,28,13,25.8,8.9,761.1111111,188.8888889,100,65.6,36.2
4,28,14,26,8.7,752.7777778,172.2222222,100,56.4,59.8
4,28,15,27.3,7.2,738.8888889,144.4444444,108.3333333,45,74.3
4,28,16,27,6,702.7777778,113.8888889,119.4444444,32.9,84.7
4,28,17,25.6,7,591.6666667,83.33333333,111.1111111,20.6,93.3
4,28,18,24.7,6.1,166.6666667,44.44444444,72.22222222,8.4,101.5
4,28,19,24,4.6,0,2.777777778,80.55555556,0,0
4,28,20,22.3,4.8,0,0,83.33333333,0,0
4,28,21,20.8,5.4,0,0,77.77777778,0,0
4,28,22,19.7,5.8,0,0,80.55555556,0,0
4,28,23,18.4,6.3,0,0,80.55555556,0,0
4,28,24,17.5,6.1,0,0,83.33333333,0,0
4,29,1,16.5,6.2,0,0,83.33333333,0,0
4,29,2,15.6,5.4,0,0,88.88888889,0,0
4,29,3,14.6,4.5,0,0,94.44444444,0,0
4,29,4,14.8,4.3,0,0,100,0,0
4,29,5,16.1,5.2,0,0,100,0,0
4,29,6,15.3,5,102.7777778,38.88888889,102.7777778,7.8,-102.1
4,29,7,16.1,5.5,591.6666667,80.55555556,102.7777778,20,-94
4,29,8,18,6.9,702.7777778,111.1111111,100,32.3,-85.4
4,29,9,18.7,6.9,744.4444444,138.8888889,100,44.5,-75.2
4,29,10,20.4,6.9,758.3333333,169.4444444,102.7777778,55.9,-61.1
4,29,11,21.1,5.6,755.5555556,194.4444444,111.1111111,65.4,-38.3
4,29,12,22.4,5.4,761.1111111,197.2222222,113.8888889,69.8,-1.2
